ORDER_ID,EVENT_TYPE,EVENT_TIMESTAMP,CUSTOMER_ID,RESTAURANT_ID,ORDER_DATE,TOTAL_AMOUNT,STATUS,PAYMENT_METHOD
187,ORDER_CREATED,2025-11-30 04:58:19.836 -0800,1017,212,2025-12-20 22:11:52.836 -0800,1135,PLACED,UPI
188,ORDER_CREATED,2025-12-21 06:54:29.836 -0800,1029,206,2025-11-28 01:16:20.836 -0800,1495,CONFIRMED,CREDIT_CARD
189,ORDER_CREATED,2025-12-06 19:55:05.836 -0800,1100,205,2025-11-27 00:02:39.836 -0800,892,PREPARING,WALLET
190,ORDER_CREATED,2025-12-06 04:25:56.836 -0800,1014,206,2025-12-23 01:58:34.836 -0800,1431,CANCELLED,DEBIT_CARD
191,ORDER_CREATED,2025-11-30 01:11:59.836 -0800,1045,220,2025-12-05 10:17:49.836 -0800,818,DELIVERED,UPI
192,ORDER_CREATED,2025-11-30 20:19:28.836 -0800,1096,212,2025-12-22 12:07:11.836 -0800,749,CANCELLED,CASH_ON_DELIVERY
193,ORDER_CREATED,2025-12-09 05:39:50.836 -0800,1033,214,2025-12-22 23:57:38.836 -0800,1745,CONFIRMED,CASH_ON_DELIVERY
194,ORDER_CREATED,2025-12-04 22:20:21.836 -0800,1002,211,2025-12-02 04:00:55.836 -0800,1079,CONFIRMED,CREDIT_CARD
195,ORDER_CREATED,2025-11-30 02:32:26.836 -0800,1011,208,2025-12-13 06:37:31.836 -0800,1881,PREPARING,DEBIT_CARD
196,ORDER_CREATED,2025-12-11 02:07:17.836 -0800,1015,216,2025-12-12 01:54:28.836 -0800,450,CONFIRMED,UPI
197,ORDER_CREATED,2025-12-06 06:20:46.836 -0800,1022,218,2025-12-09 01:43:06.836 -0800,952,CANCELLED,CREDIT_CARD
198,ORDER_CREATED,2025-12-14 16:59:48.836 -0800,1038,213,2025-12-17 08:46:15.836 -0800,1505,CANCELLED,CREDIT_CARD
199,ORDER_CREATED,2025-12-22 11:26:01.836 -0800,1015,202,2025-12-02 22:02:36.836 -0800,286,PLACED,CREDIT_CARD
200,ORDER_CREATED,2025-12-22 06:56:34.836 -0800,1017,213,2025-12-14 17:24:49.836 -0800,1144,PLACED,CREDIT_CARD
201,ORDER_CREATED,2025-12-09 14:04:37.836 -0800,1096,211,2025-11-27 06:32:26.836 -0800,757,PLACED,WALLET
202,ORDER_CREATED,2025-12-09 05:39:39.836 -0800,1001,216,2025-12-22 05:58:37.836 -0800,1131,PLACED,CREDIT_CARD
203,ORDER_CREATED,2025-12-18 02:37:43.836 -0800,1059,213,2025-12-02 16:41:16.836 -0800,1021,PREPARING,DEBIT_CARD
204,ORDER_CREATED,2025-11-30 20:03:15.836 -0800,1086,217,2025-12-19 06:23:52.836 -0800,1505,PREPARING,CREDIT_CARD
205,ORDER_CREATED,2025-11-27 06:15:19.836 -0800,1043,211,2025-11-30 07:53:12.836 -0800,1744,OUT_FOR_DELIVERY,WALLET
206,ORDER_CREATED,2025-11-25 23:11:44.836 -0800,1014,214,2025-12-20 21:09:05.836 -0800,1924,PLACED,WALLET
207,ORDER_CREATED,2025-12-11 23:04:51.836 -0800,1015,215,2025-12-04 06:54:46.836 -0800,656,PREPARING,UPI
208,ORDER_CREATED,2025-11-26 14:26:22.836 -0800,1021,211,2025-12-01 17:08:32.836 -0800,731,DELIVERED,CASH_ON_DELIVERY
209,ORDER_CREATED,2025-12-05 20:21:00.836 -0800,1001,204,2025-12-01 09:42:59.836 -0800,710,PLACED,UPI
210,ORDER_CREATED,2025-12-09 05:03:42.836 -0800,1084,208,2025-12-05 13:35:34.836 -0800,1968,OUT_FOR_DELIVERY,DEBIT_CARD
211,ORDER_CREATED,2025-12-10 03:33:57.836 -0800,1072,216,2025-12-07 02:17:26.836 -0800,578,DELIVERED,CASH_ON_DELIVERY
212,ORDER_CREATED,2025-12-06 21:15:48.836 -0800,1025,205,2025-11-29 16:00:58.836 -0800,1473,DELIVERED,UPI
213,ORDER_CREATED,2025-12-07 01:50:31.836 -0800,1018,201,2025-12-05 08:56:28.836 -0800,856,PLACED,WALLET
214,ORDER_CREATED,2025-12-14 22:11:54.836 -0800,1072,220,2025-11-26 12:33:03.836 -0800,1745,PREPARING,CREDIT_CARD
215,ORDER_CREATED,2025-12-06 14:36:46.836 -0800,1086,208,2025-12-19 17:39:29.836 -0800,299,DELIVERED,WALLET
216,ORDER_CREATED,2025-12-09 10:52:46.836 -0800,1050,205,2025-12-08 09:58:09.836 -0800,234,PREPARING,CREDIT_CARD
217,ORDER_CREATED,2025-12-14 17:13:05.836 -0800,1068,215,2025-12-10 15:14:39.836 -0800,303,PREPARING,DEBIT_CARD
218,ORDER_CREATED,2025-12-18 12:43:11.836 -0800,1042,202,2025-12-20 17:57:38.836 -0800,858,OUT_FOR_DELIVERY,WALLET
219,ORDER_CREATED,2025-12-14 23:32:07.836 -0800,1011,201,2025-12-10 20:59:00.836 -0800,284,PREPARING,WALLET
220,ORDER_CREATED,2025-11-24 11:20:16.836 -0800,1004,212,2025-12-22 19:26:30.836 -0800,882,PREPARING,CASH_ON_DELIVERY
221,ORDER_CREATED,2025-12-08 02:04:57.836 -0800,1063,217,2025-11-29 00:08:31.836 -0800,342,PLACED,DEBIT_CARD
222,ORDER_CREATED,2025-12-10 10:35:26.836 -0800,1070,216,2025-12-08 13:59:48.836 -0800,1124,PREPARING,DEBIT_CARD
223,ORDER_CREATED,2025-12-05 09:56:19.836 -0800,1009,210,2025-12-05 18:24:08.836 -0800,1685,PREPARING,WALLET
224,ORDER_CREATED,2025-12-05 19:29:41.836 -0800,1058,215,2025-12-05 04:23:22.836 -0800,1273,PREPARING,WALLET
225,ORDER_CREATED,2025-11-27 10:36:31.836 -0800,1014,210,2025-12-14 10:02:31.836 -0800,1492,CONFIRMED,CREDIT_CARD
226,ORDER_CREATED,2025-11-28 09:45:45.836 -0800,1095,202,2025-11-25 02:28:36.836 -0800,860,CANCELLED,UPI
227,ORDER_CREATED,2025-11-25 00:06:44.836 -0800,1051,207,2025-11-30 07:49:53.836 -0800,660,PLACED,WALLET
228,ORDER_CREATED,2025-12-21 08:02:09.836 -0800,1057,219,2025-12-09 11:48:56.836 -0800,1729,DELIVERED,UPI
229,ORDER_CREATED,2025-11-24 15:22:51.836 -0800,1053,211,2025-12-10 04:50:53.836 -0800,1458,PLACED,DEBIT_CARD
230,ORDER_CREATED,2025-12-10 00:28:08.836 -0800,1014,216,2025-12-01 11:24:13.836 -0800,1102,PREPARING,UPI
231,ORDER_CREATED,2025-12-03 08:59:04.836 -0800,1021,216,2025-12-01 07:11:13.836 -0800,770,CANCELLED,DEBIT_CARD
232,ORDER_CREATED,2025-12-20 07:27:47.836 -0800,1082,218,2025-11-26 13:54:31.836 -0800,674,CONFIRMED,UPI
233,ORDER_CREATED,2025-12-02 18:27:50.836 -0800,1095,219,2025-12-22 10:25:27.836 -0800,845,PLACED,WALLET
234,ORDER_CREATED,2025-12-23 04:18:23.836 -0800,1088,205,2025-12-03 10:50:38.836 -0800,1913,CONFIRMED,WALLET
235,ORDER_CREATED,2025-12-04 05:31:47.836 -0800,1090,202,2025-11-29 07:35:09.836 -0800,812,CONFIRMED,WALLET
236,ORDER_CREATED,2025-12-02 21:10:39.836 -0800,1048,208,2025-12-12 09:29:18.836 -0800,1771,OUT_FOR_DELIVERY,CREDIT_CARD
237,ORDER_CREATED,2025-12-16 04:18:54.836 -0800,1090,208,2025-12-08 08:54:28.836 -0800,639,PLACED,CREDIT_CARD
238,ORDER_CREATED,2025-12-03 09:48:03.836 -0800,1044,215,2025-11-28 10:07:54.836 -0800,1747,CONFIRMED,UPI
239,ORDER_CREATED,2025-12-09 21:17:19.836 -0800,1097,202,2025-12-05 18:28:39.836 -0800,382,CONFIRMED,WALLET
240,ORDER_CREATED,2025-12-05 03:22:16.836 -0800,1049,217,2025-12-20 16:10:43.836 -0800,397,OUT_FOR_DELIVERY,WALLET
241,ORDER_CREATED,2025-12-23 13:16:05.836 -0800,1084,214,2025-11-24 13:53:10.836 -0800,932,DELIVERED,CREDIT_CARD
242,ORDER_CREATED,2025-12-03 00:47:28.836 -0800,1027,219,2025-11-28 07:20:39.836 -0800,432,CONFIRMED,CREDIT_CARD
243,ORDER_CREATED,2025-12-04 06:48:39.836 -0800,1050,217,2025-12-06 19:27:02.836 -0800,1019,PLACED,CASH_ON_DELIVERY
244,ORDER_CREATED,2025-12-23 15:14:41.836 -0800,1052,203,2025-12-08 17:20:41.836 -0800,1968,PLACED,DEBIT_CARD
245,ORDER_CREATED,2025-11-24 15:50:29.836 -0800,1009,201,2025-12-02 21:06:39.836 -0800,197,DELIVERED,CASH_ON_DELIVERY
246,ORDER_CREATED,2025-12-06 17:25:13.836 -0800,1068,216,2025-12-21 04:37:39.836 -0800,222,CONFIRMED,CASH_ON_DELIVERY
247,ORDER_CREATED,2025-12-10 01:57:16.836 -0800,1051,211,2025-12-07 16:44:45.836 -0800,570,OUT_FOR_DELIVERY,DEBIT_CARD
248,ORDER_CREATED,2025-12-04 03:42:32.836 -0800,1033,202,2025-12-21 06:24:48.836 -0800,639,OUT_FOR_DELIVERY,WALLET
249,ORDER_CREATED,2025-12-09 00:00:54.836 -0800,1066,219,2025-12-06 21:10:24.836 -0800,1767,OUT_FOR_DELIVERY,DEBIT_CARD
250,ORDER_CREATED,2025-11-30 05:49:08.836 -0800,1052,209,2025-12-22 18:52:10.836 -0800,659,PLACED,DEBIT_CARD
251,ORDER_CREATED,2025-12-03 21:53:26.836 -0800,1041,209,2025-11-29 11:47:39.836 -0800,1051,PREPARING,UPI
252,ORDER_CREATED,2025-12-02 14:19:53.836 -0800,1023,206,2025-11-25 21:41:04.836 -0800,731,DELIVERED,DEBIT_CARD
253,ORDER_CREATED,2025-11-26 22:13:41.836 -0800,1030,208,2025-11-26 10:23:41.836 -0800,891,CANCELLED,CREDIT_CARD
254,ORDER_CREATED,2025-12-09 12:23:49.836 -0800,1084,209,2025-12-06 06:09:30.836 -0800,1034,CONFIRMED,DEBIT_CARD
255,ORDER_CREATED,2025-12-04 14:07:14.836 -0800,1073,202,2025-12-16 02:00:41.836 -0800,768,CONFIRMED,WALLET
256,ORDER_CREATED,2025-11-26 02:41:15.836 -0800,1011,219,2025-11-25 22:46:38.836 -0800,1470,CONFIRMED,WALLET
257,ORDER_CREATED,2025-12-05 10:58:54.836 -0800,1045,213,2025-11-28 05:10:21.836 -0800,478,DELIVERED,DEBIT_CARD
258,ORDER_CREATED,2025-12-21 22:27:09.836 -0800,1094,218,2025-12-15 07:50:17.836 -0800,592,CONFIRMED,WALLET
259,ORDER_CREATED,2025-12-21 21:04:20.836 -0800,1038,217,2025-11-29 23:24:23.836 -0800,1663,CANCELLED,WALLET
260,ORDER_CREATED,2025-11-30 01:04:41.836 -0800,1094,201,2025-12-08 20:32:16.836 -0800,1644,DELIVERED,CREDIT_CARD
261,ORDER_CREATED,2025-12-02 15:57:56.836 -0800,1079,212,2025-12-23 06:10:05.836 -0800,1248,PREPARING,WALLET
262,ORDER_CREATED,2025-12-02 06:20:18.836 -0800,1035,209,2025-12-20 17:30:52.836 -0800,108,PREPARING,UPI
263,ORDER_CREATED,2025-11-29 05:13:27.836 -0800,1047,219,2025-11-28 19:44:49.836 -0800,1499,PREPARING,WALLET
264,ORDER_CREATED,2025-11-28 12:45:11.836 -0800,1066,207,2025-11-27 00:23:15.836 -0800,223,CONFIRMED,UPI
265,ORDER_CREATED,2025-12-08 14:40:22.836 -0800,1061,208,2025-12-05 23:59:55.836 -0800,1886,CONFIRMED,WALLET
266,ORDER_CREATED,2025-12-04 08:05:37.836 -0800,1049,218,2025-12-22 21:42:30.836 -0800,471,DELIVERED,CASH_ON_DELIVERY
267,ORDER_CREATED,2025-12-09 10:24:26.836 -0800,1043,204,2025-12-02 11:44:18.836 -0800,1822,DELIVERED,CASH_ON_DELIVERY
268,ORDER_CREATED,2025-12-19 03:18:30.836 -0800,1054,217,2025-12-01 16:02:44.836 -0800,194,CONFIRMED,CASH_ON_DELIVERY
269,ORDER_CREATED,2025-11-27 13:58:20.836 -0800,1073,211,2025-11-30 17:08:33.836 -0800,1088,PREPARING,UPI
270,ORDER_CREATED,2025-12-04 15:42:48.836 -0800,1046,202,2025-12-22 10:02:45.836 -0800,211,CANCELLED,CREDIT_CARD
271,ORDER_CREATED,2025-12-10 17:14:09.836 -0800,1036,202,2025-12-06 11:05:58.836 -0800,1057,CANCELLED,CASH_ON_DELIVERY
272,ORDER_CREATED,2025-12-20 03:34:00.836 -0800,1078,216,2025-11-30 07:49:29.836 -0800,400,OUT_FOR_DELIVERY,DEBIT_CARD
273,ORDER_CREATED,2025-12-20 13:05:09.836 -0800,1093,204,2025-12-06 22:29:16.836 -0800,1665,PREPARING,WALLET
274,ORDER_CREATED,2025-12-09 12:46:46.836 -0800,1012,213,2025-11-25 08:55:24.836 -0800,1059,PLACED,CREDIT_CARD
275,ORDER_CREATED,2025-12-20 23:09:07.836 -0800,1010,201,2025-11-28 06:52:22.836 -0800,1936,DELIVERED,UPI
276,ORDER_CREATED,2025-12-06 13:44:35.836 -0800,1025,208,2025-12-21 05:24:11.836 -0800,412,DELIVERED,CREDIT_CARD
277,ORDER_CREATED,2025-11-25 06:47:38.836 -0800,1057,215,2025-12-23 03:15:22.836 -0800,654,CANCELLED,CREDIT_CARD
278,ORDER_CREATED,2025-12-12 01:37:57.836 -0800,1007,209,2025-11-26 05:07:16.836 -0800,1077,PREPARING,UPI
279,ORDER_CREATED,2025-12-05 11:04:30.836 -0800,1040,208,2025-12-15 18:58:53.836 -0800,1157,CONFIRMED,DEBIT_CARD
280,ORDER_CREATED,2025-12-18 23:13:57.836 -0800,1044,202,2025-12-20 06:22:09.836 -0800,158,PREPARING,WALLET
281,ORDER_CREATED,2025-11-27 08:25:15.836 -0800,1063,201,2025-12-03 17:37:09.836 -0800,1860,DELIVERED,WALLET
282,ORDER_CREATED,2025-12-01 14:51:03.836 -0800,1050,207,2025-12-21 22:17:38.836 -0800,403,CANCELLED,CASH_ON_DELIVERY
283,ORDER_CREATED,2025-12-23 22:02:14.836 -0800,1046,206,2025-12-04 21:24:48.836 -0800,1879,PLACED,DEBIT_CARD
284,ORDER_CREATED,2025-12-07 10:38:07.836 -0800,1044,201,2025-12-15 15:06:00.836 -0800,543,OUT_FOR_DELIVERY,DEBIT_CARD
285,ORDER_CREATED,2025-12-17 18:19:53.836 -0800,1069,204,2025-12-01 14:05:53.836 -0800,769,PLACED,CASH_ON_DELIVERY
286,ORDER_CREATED,2025-12-10 01:48:30.836 -0800,1090,210,2025-12-16 08:19:51.836 -0800,1428,PLACED,CASH_ON_DELIVERY
287,ORDER_CREATED,2025-12-11 10:31:55.836 -0800,1088,214,2025-12-02 23:27:30.836 -0800,567,CONFIRMED,DEBIT_CARD
288,ORDER_CREATED,2025-11-27 08:11:32.836 -0800,1044,220,2025-12-01 07:49:01.836 -0800,1324,PREPARING,CREDIT_CARD
289,ORDER_CREATED,2025-12-06 06:05:51.836 -0800,1081,216,2025-12-11 01:43:53.836 -0800,704,DELIVERED,DEBIT_CARD
290,ORDER_CREATED,2025-12-23 17:23:02.836 -0800,1050,213,2025-12-04 09:14:47.836 -0800,470,DELIVERED,DEBIT_CARD
291,ORDER_CREATED,2025-12-08 20:59:45.836 -0800,1054,202,2025-12-20 05:56:35.836 -0800,629,PREPARING,CASH_ON_DELIVERY
292,ORDER_CREATED,2025-12-21 17:32:32.836 -0800,1021,216,2025-12-19 04:47:28.836 -0800,1211,CANCELLED,CASH_ON_DELIVERY
293,ORDER_CREATED,2025-12-09 01:49:55.836 -0800,1058,204,2025-11-29 02:30:22.836 -0800,1109,PREPARING,CASH_ON_DELIVERY
294,ORDER_CREATED,2025-12-18 16:32:27.836 -0800,1069,205,2025-12-01 15:29:50.836 -0800,1161,OUT_FOR_DELIVERY,UPI
295,ORDER_CREATED,2025-12-21 15:20:17.836 -0800,1018,220,2025-11-25 19:14:51.836 -0800,529,DELIVERED,WALLET
296,ORDER_CREATED,2025-12-09 19:33:32.836 -0800,1054,214,2025-12-05 04:04:53.836 -0800,201,CANCELLED,CASH_ON_DELIVERY
297,ORDER_CREATED,2025-11-25 16:24:44.836 -0800,1041,216,2025-12-13 10:11:50.836 -0800,343,CONFIRMED,DEBIT_CARD
298,ORDER_CREATED,2025-12-10 01:05:50.836 -0800,1092,215,2025-11-28 12:00:47.836 -0800,1813,PREPARING,CREDIT_CARD
299,ORDER_CREATED,2025-12-21 16:52:14.836 -0800,1031,211,2025-12-23 17:05:17.836 -0800,1101,PLACED,UPI
300,ORDER_CREATED,2025-12-01 02:34:52.836 -0800,1074,219,2025-12-10 20:31:05.836 -0800,1748,CONFIRMED,WALLET
301,ORDER_CREATED,2025-12-20 06:16:27.836 -0800,1043,204,2025-12-09 19:49:05.836 -0800,1216,CONFIRMED,WALLET
302,ORDER_CREATED,2025-12-09 02:05:22.836 -0800,1082,220,2025-12-15 23:40:23.836 -0800,709,PLACED,CASH_ON_DELIVERY
303,ORDER_CREATED,2025-12-12 01:04:26.836 -0800,1061,209,2025-12-19 11:05:29.836 -0800,1312,CANCELLED,DEBIT_CARD
304,ORDER_CREATED,2025-12-12 10:49:19.836 -0800,1053,211,2025-12-09 09:20:29.836 -0800,1036,CONFIRMED,UPI
305,ORDER_CREATED,2025-11-26 21:35:19.836 -0800,1009,217,2025-12-08 23:44:37.836 -0800,336,DELIVERED,CASH_ON_DELIVERY
306,ORDER_CREATED,2025-11-24 23:09:46.836 -0800,1045,218,2025-12-04 14:51:43.836 -0800,855,CANCELLED,CASH_ON_DELIVERY
307,ORDER_CREATED,2025-12-15 15:08:15.836 -0800,1065,205,2025-12-18 01:11:16.836 -0800,1543,DELIVERED,WALLET
308,ORDER_CREATED,2025-11-26 21:31:43.836 -0800,1033,220,2025-12-15 23:40:08.836 -0800,162,CANCELLED,WALLET
309,ORDER_CREATED,2025-12-22 16:24:14.836 -0800,1023,214,2025-12-13 05:44:09.836 -0800,860,CONFIRMED,WALLET
310,ORDER_CREATED,2025-12-13 20:14:14.836 -0800,1057,211,2025-12-07 23:45:39.836 -0800,1490,CONFIRMED,DEBIT_CARD
311,ORDER_CREATED,2025-12-20 21:42:36.836 -0800,1039,212,2025-11-24 21:58:36.836 -0800,440,CONFIRMED,UPI
312,ORDER_CREATED,2025-12-12 09:02:49.836 -0800,1022,204,2025-12-12 09:32:48.836 -0800,1492,CONFIRMED,CREDIT_CARD
313,ORDER_CREATED,2025-12-11 20:45:31.836 -0800,1001,215,2025-12-20 21:30:28.836 -0800,264,OUT_FOR_DELIVERY,DEBIT_CARD
314,ORDER_CREATED,2025-12-09 13:46:46.836 -0800,1024,208,2025-12-04 10:29:31.836 -0800,775,CANCELLED,WALLET
315,ORDER_CREATED,2025-12-14 19:39:21.836 -0800,1055,218,2025-12-15 22:42:30.836 -0800,1170,PREPARING,DEBIT_CARD
316,ORDER_CREATED,2025-12-07 13:00:01.836 -0800,1017,206,2025-12-21 01:30:35.836 -0800,667,DELIVERED,CASH_ON_DELIVERY
317,ORDER_CREATED,2025-11-30 12:08:30.836 -0800,1067,217,2025-11-30 18:37:25.836 -0800,1505,CANCELLED,CREDIT_CARD
318,ORDER_CREATED,2025-12-10 18:24:50.836 -0800,1093,207,2025-12-22 20:23:27.836 -0800,1530,CANCELLED,CREDIT_CARD
319,ORDER_CREATED,2025-12-09 14:43:36.836 -0800,1045,218,2025-12-10 10:50:42.836 -0800,502,CANCELLED,UPI
320,ORDER_CREATED,2025-12-15 00:36:43.836 -0800,1047,202,2025-12-18 21:03:55.836 -0800,721,OUT_FOR_DELIVERY,CREDIT_CARD
321,ORDER_CREATED,2025-12-11 03:28:57.836 -0800,1022,217,2025-12-22 21:05:45.836 -0800,1174,PREPARING,CREDIT_CARD
322,ORDER_CREATED,2025-12-07 01:08:52.836 -0800,1048,213,2025-11-26 23:33:08.836 -0800,1237,CANCELLED,WALLET
323,ORDER_CREATED,2025-12-15 20:39:25.836 -0800,1089,218,2025-12-23 09:00:49.836 -0800,1574,CONFIRMED,WALLET
324,ORDER_CREATED,2025-11-30 02:01:12.836 -0800,1027,206,2025-11-30 00:52:45.836 -0800,733,DELIVERED,DEBIT_CARD
325,ORDER_CREATED,2025-11-26 05:17:48.836 -0800,1083,209,2025-12-09 00:51:58.836 -0800,766,PLACED,WALLET
326,ORDER_CREATED,2025-12-16 01:22:37.836 -0800,1076,217,2025-12-07 18:57:42.836 -0800,626,CONFIRMED,DEBIT_CARD
327,ORDER_CREATED,2025-12-07 09:49:01.836 -0800,1015,212,2025-12-11 07:38:24.836 -0800,464,DELIVERED,CASH_ON_DELIVERY
328,ORDER_CREATED,2025-11-24 23:45:42.836 -0800,1087,212,2025-12-19 16:59:40.836 -0800,595,PREPARING,WALLET
329,ORDER_CREATED,2025-11-25 20:27:40.836 -0800,1010,209,2025-12-23 06:34:09.836 -0800,1962,PLACED,UPI
330,ORDER_CREATED,2025-12-04 03:08:53.836 -0800,1034,211,2025-12-20 04:09:32.836 -0800,1709,DELIVERED,UPI
331,ORDER_CREATED,2025-12-19 15:06:29.836 -0800,1059,213,2025-12-06 04:17:37.836 -0800,853,OUT_FOR_DELIVERY,UPI
332,ORDER_CREATED,2025-12-14 18:52:13.836 -0800,1049,205,2025-11-26 06:30:19.836 -0800,321,PLACED,DEBIT_CARD
333,ORDER_CREATED,2025-12-12 07:12:41.836 -0800,1006,202,2025-12-17 19:26:21.836 -0800,1951,CONFIRMED,DEBIT_CARD
334,ORDER_CREATED,2025-11-29 23:48:15.836 -0800,1055,216,2025-12-06 17:32:35.836 -0800,875,DELIVERED,DEBIT_CARD
335,ORDER_CREATED,2025-12-23 00:39:12.836 -0800,1072,218,2025-12-03 14:52:56.836 -0800,207,PLACED,CASH_ON_DELIVERY
336,ORDER_CREATED,2025-12-09 08:31:55.836 -0800,1024,220,2025-12-21 10:02:48.836 -0800,1963,CONFIRMED,UPI
337,ORDER_CREATED,2025-12-11 18:16:28.836 -0800,1052,212,2025-12-20 16:35:51.836 -0800,1403,CANCELLED,WALLET
338,ORDER_CREATED,2025-12-03 15:54:09.836 -0800,1030,219,2025-12-07 07:37:57.836 -0800,859,PREPARING,WALLET
339,ORDER_CREATED,2025-12-14 22:32:16.836 -0800,1063,203,2025-12-16 23:32:01.836 -0800,841,CANCELLED,UPI
340,ORDER_CREATED,2025-12-06 08:58:00.836 -0800,1092,219,2025-11-24 19:40:23.836 -0800,839,OUT_FOR_DELIVERY,WALLET
341,ORDER_CREATED,2025-12-12 03:37:20.836 -0800,1088,204,2025-12-21 09:59:26.836 -0800,913,PREPARING,UPI
342,ORDER_CREATED,2025-12-03 04:54:54.836 -0800,1069,215,2025-12-11 18:45:38.836 -0800,1948,PREPARING,UPI
343,ORDER_CREATED,2025-12-09 01:11:10.836 -0800,1080,214,2025-12-19 10:35:40.836 -0800,495,OUT_FOR_DELIVERY,UPI
344,ORDER_CREATED,2025-12-09 18:10:59.836 -0800,1046,209,2025-12-15 22:27:47.836 -0800,1998,OUT_FOR_DELIVERY,CASH_ON_DELIVERY
345,ORDER_CREATED,2025-11-26 13:08:47.836 -0800,1002,217,2025-12-17 08:16:31.836 -0800,301,PREPARING,UPI
346,ORDER_CREATED,2025-12-14 21:48:42.836 -0800,1045,219,2025-11-29 15:24:13.836 -0800,728,OUT_FOR_DELIVERY,DEBIT_CARD
347,ORDER_CREATED,2025-12-23 22:52:08.836 -0800,1047,220,2025-12-09 06:34:04.836 -0800,1174,OUT_FOR_DELIVERY,WALLET
348,ORDER_CREATED,2025-12-06 02:33:55.836 -0800,1043,211,2025-12-03 20:55:25.836 -0800,1443,OUT_FOR_DELIVERY,CASH_ON_DELIVERY
349,ORDER_CREATED,2025-12-19 03:45:46.836 -0800,1056,201,2025-12-19 11:56:01.836 -0800,545,PLACED,DEBIT_CARD
350,ORDER_CREATED,2025-12-13 02:22:34.836 -0800,1083,210,2025-12-01 20:46:58.836 -0800,1514,PLACED,DEBIT_CARD
351,ORDER_CREATED,2025-12-10 04:01:21.836 -0800,1031,208,2025-12-05 20:09:43.836 -0800,1747,PLACED,CASH_ON_DELIVERY
352,ORDER_CREATED,2025-12-06 18:30:29.836 -0800,1023,220,2025-11-24 16:13:07.836 -0800,694,CANCELLED,WALLET
353,ORDER_CREATED,2025-12-06 22:30:07.836 -0800,1066,207,2025-11-27 16:39:02.836 -0800,138,DELIVERED,DEBIT_CARD
354,ORDER_CREATED,2025-11-30 21:14:51.836 -0800,1099,214,2025-11-27 10:52:21.836 -0800,1832,PLACED,CASH_ON_DELIVERY
355,ORDER_CREATED,2025-12-13 02:31:03.836 -0800,1037,215,2025-11-24 13:18:41.836 -0800,365,CONFIRMED,UPI
356,ORDER_CREATED,2025-12-01 08:50:22.836 -0800,1056,210,2025-12-02 23:05:09.836 -0800,1131,CONFIRMED,CREDIT_CARD
357,ORDER_CREATED,2025-12-14 03:40:27.836 -0800,1075,201,2025-11-30 23:55:43.836 -0800,1805,CONFIRMED,DEBIT_CARD
358,ORDER_CREATED,2025-11-26 17:49:27.836 -0800,1021,202,2025-12-19 10:16:33.836 -0800,1889,CANCELLED,DEBIT_CARD
359,ORDER_CREATED,2025-12-13 19:02:30.836 -0800,1017,208,2025-11-29 05:26:21.836 -0800,1351,CONFIRMED,UPI
360,ORDER_CREATED,2025-11-27 07:13:18.836 -0800,1073,220,2025-11-30 03:37:26.836 -0800,314,PREPARING,UPI
361,ORDER_CREATED,2025-11-30 08:53:40.836 -0800,1083,217,2025-12-10 09:08:02.836 -0800,1088,CONFIRMED,CASH_ON_DELIVERY
362,ORDER_CREATED,2025-12-06 09:13:10.836 -0800,1047,214,2025-12-11 21:13:57.836 -0800,413,PLACED,WALLET
363,ORDER_CREATED,2025-12-01 04:55:04.836 -0800,1023,211,2025-12-01 03:25:17.836 -0800,1976,DELIVERED,WALLET
364,ORDER_CREATED,2025-12-15 05:01:35.836 -0800,1002,201,2025-12-06 16:03:36.836 -0800,1761,OUT_FOR_DELIVERY,DEBIT_CARD
365,ORDER_CREATED,2025-12-18 16:28:10.836 -0800,1016,205,2025-12-18 20:44:07.836 -0800,538,OUT_FOR_DELIVERY,WALLET
366,ORDER_CREATED,2025-12-01 23:19:51.836 -0800,1076,213,2025-12-05 14:56:30.836 -0800,1254,CANCELLED,WALLET
367,ORDER_CREATED,2025-12-08 13:42:55.836 -0800,1009,209,2025-11-26 05:46:41.836 -0800,1098,CONFIRMED,UPI
368,ORDER_CREATED,2025-12-18 21:26:13.836 -0800,1079,218,2025-12-19 17:55:20.836 -0800,353,CONFIRMED,WALLET
369,ORDER_CREATED,2025-12-08 17:31:33.836 -0800,1095,203,2025-12-10 03:06:19.836 -0800,350,CONFIRMED,CASH_ON_DELIVERY
370,ORDER_CREATED,2025-12-09 17:20:28.836 -0800,1037,213,2025-12-06 00:59:00.836 -0800,1285,DELIVERED,DEBIT_CARD
371,ORDER_CREATED,2025-12-13 22:44:13.836 -0800,1049,215,2025-12-05 00:35:55.836 -0800,1282,CANCELLED,DEBIT_CARD
372,ORDER_CREATED,2025-12-02 16:41:48.836 -0800,1058,202,2025-12-01 23:52:31.836 -0800,898,PREPARING,CREDIT_CARD
373,ORDER_CREATED,2025-12-13 17:24:25.836 -0800,1069,205,2025-12-20 08:40:39.836 -0800,1896,OUT_FOR_DELIVERY,DEBIT_CARD
374,ORDER_CREATED,2025-12-04 20:10:20.836 -0800,1049,201,2025-12-07 04:14:51.836 -0800,429,CONFIRMED,CREDIT_CARD
375,ORDER_CREATED,2025-12-21 00:36:34.836 -0800,1025,220,2025-12-12 09:37:39.836 -0800,1176,OUT_FOR_DELIVERY,DEBIT_CARD
